,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
970,1999-08-03,0.015333333333333332,105.0,10.8,0.0,0.29150000000000004,0.0023333333333333335,8.7,18.1,0.596,0.041916666666666665
971,1999-08-03,0.015333333333333332,104.0,9.98,0.0,0.29150000000000004,0.0023333333333333335,8.4,16.9,0.596,0.041916666666666665
972,1999-08-03,0.015333333333333332,103.0,9.02,0.0,0.29150000000000004,0.0023333333333333335,7.9,15.6,0.596,0.041916666666666665
973,1999-08-03,0.015333333333333332,103.0,8.67,0.0,0.29150000000000004,0.0023333333333333335,7.7,15.0,0.596,0.041916666666666665
974,1999-08-03,0.021,103.0,8.11,0.0,0.377,0.002,7.5,14.2,0.588,0.0067
975,1999-08-03,0.015333333333333332,102.0,7.79,0.0,0.29150000000000004,0.0023333333333333335,7.4,13.6,0.596,0.041916666666666665
976,1999-08-03,0.015333333333333332,102.0,7.33,0.0,0.29150000000000004,0.0023333333333333335,7.3,13.1,0.596,0.041916666666666665
977,1999-08-03,0.015333333333333332,102.0,6.25,0.0,0.29150000000000004,0.0023333333333333335,7.3,11.6,0.596,0.041916666666666665
978,1999-08-03,0.015333333333333332,101.0,6.04,0.0,0.29150000000000004,0.0023333333333333335,7.2,10.8,0.596,0.041916666666666665
979,1999-08-03,0.015333333333333332,101.0,5.75,0.0,0.29150000000000004,0.0023333333333333335,7.2,10.4,0.596,0.041916666666666665
980,1999-08-03,0.01,101.0,4.63,0.0,0.458,0.002,7.1,10.0,0.629,0.0094
981,1999-08-03,0.015333333333333332,101.0,4.82,0.0,0.29150000000000004,0.0023333333333333335,7,9.6,0.596,0.041916666666666665
982,1999-08-03,0.015333333333333332,101.0,3.03,0.0,0.29150000000000004,0.0023333333333333335,6.9,9.3,0.596,0.041916666666666665
983,1999-08-03,0.015333333333333332,100.0,4.07,0.0,0.29150000000000004,0.0023333333333333335,6.9,9.1,0.596,0.041916666666666665
984,1999-08-03,0.015333333333333332,101.0,2.75,0.0,0.29150000000000004,0.0023333333333333335,6.9,8.9,0.596,0.041916666666666665
985,1999-08-03,0.017,102.0,1.82,0.0,0.354,0.002,6.8,8.8,0.503,0.0109
986,1999-08-03,0.015333333333333332,102.0,1.8,0.0,0.29150000000000004,0.0023333333333333335,6.8,8.8,0.596,0.041916666666666665
987,1999-08-03,0.024,102.0,1.74,0.0,0.339,0.004,6.7,8.8,0.733,0.0949
1021,1999-09-08,0.01,121.0,9.8,3.0,0.02,0.002,9.1,19.9,0.274,0.0086
1022,1999-09-08,0.01,121.0,9.8,3.0,0.02,0.002,9.1,19.6,0.325,0.008
1023,1999-09-08,0.028499999999999998,121.0,9.7,3.0,0.156,0.004716666666666667,9.1,19.5,0.4378333333333333,0.025216666666666665
1024,1999-09-08,0.028499999999999998,121.0,9.6,3.0,0.156,0.004716666666666667,9,19.5,0.4378333333333333,0.025216666666666665
1025,1999-09-08,0.028499999999999998,120.0,9.2,3.0,0.156,0.004716666666666667,9,19.4,0.4378333333333333,0.025216666666666665
1026,1999-09-08,0.028499999999999998,118.0,7.7,3.0,0.156,0.004716666666666667,8.1,18.1,0.4378333333333333,0.025216666666666665
1027,1999-09-08,0.028499999999999998,118.0,7.4,3.0,0.156,0.004716666666666667,7.9,17.6,0.4378333333333333,0.025216666666666665
1028,1999-09-08,0.034,117.0,7.2,3.0,0.243,0.002,7.8,17.1,0.463,0.0057
1029,1999-09-08,0.028499999999999998,117.0,6.5,3.0,0.156,0.004716666666666667,7.6,15.9,0.4378333333333333,0.025216666666666665
1030,1999-09-08,0.028499999999999998,116.0,5.8,3.0,0.156,0.004716666666666667,7.5,14.4,0.4378333333333333,0.025216666666666665
1031,1999-09-08,0.028499999999999998,116.0,5.5,3.0,0.156,0.004716666666666667,7.3,14.3,0.4378333333333333,0.025216666666666665
1032,1999-09-08,0.028499999999999998,115.0,5.2,3.0,0.156,0.004716666666666667,7.1,13.3,0.4378333333333333,0.025216666666666665
1033,1999-09-08,0.028499999999999998,115.0,4.2,3.0,0.156,0.004716666666666667,7.1,12.0,0.4378333333333333,0.025216666666666665
1034,1999-09-08,0.028499999999999998,114.0,3.9,3.0,0.156,0.004716666666666667,7,11.3,0.4378333333333333,0.025216666666666665
1035,1999-09-08,0.01,114.0,3.1,3.0,0.02,0.002,6.9,10.3,0.273,0.0072
1036,1999-09-08,0.028499999999999998,114.0,2.4,3.0,0.156,0.004716666666666667,6.9,9.9,0.4378333333333333,0.025216666666666665
1037,1999-09-08,0.028499999999999998,113.0,2.9,3.0,0.156,0.004716666666666667,6.9,9.6,0.4378333333333333,0.025216666666666665
1038,1999-09-08,0.028499999999999998,114.0,2.0,3.0,0.156,0.004716666666666667,6.8,9.5,0.4378333333333333,0.025216666666666665
1039,1999-09-08,0.028499999999999998,113.0,2.0,3.0,0.156,0.004716666666666667,6.8,9.3,0.4378333333333333,0.025216666666666665
1040,1999-09-08,0.053,115.0,0.49,3.0,0.318,0.0102,6.7,9.1,0.639,0.0673
1041,1999-09-08,0.054,120.0,0.19,3.0,0.315,0.0101,6.7,8.9,0.653,0.0545
1071,1999-10-05,0.01,113.0,9.6,0.0,0.048,0.002,8.8,17.2,0.314,0.014
1072,1999-10-05,0.01,113.0,9.4,0.0,0.05,0.002,8.8,17.1,0.274,0.0101
1073,1999-10-05,0.010499999999999997,113.0,9.3,0.0,0.18599999999999997,0.00285,8.8,17.1,0.399,0.012216666666666667
1074,1999-10-05,0.010499999999999997,113.0,9.3,0.0,0.18599999999999997,0.00285,8.8,17.0,0.399,0.012216666666666667
1075,1999-10-05,0.010499999999999997,113.0,9.0,0.0,0.18599999999999997,0.00285,8.7,16.9,0.399,0.012216666666666667
1076,1999-10-05,0.010499999999999997,113.0,9.1,0.0,0.18599999999999997,0.00285,8.7,16.9,0.399,0.012216666666666667
1077,1999-10-05,0.01,113.0,9.0,0.0,0.063,0.002,8.7,16.9,0.299,0.0099
1078,1999-10-05,0.010499999999999997,113.0,9.0,0.0,0.18599999999999997,0.00285,8.7,16.9,0.399,0.012216666666666667
1079,1999-10-05,0.010499999999999997,113.0,9.1,0.0,0.18599999999999997,0.00285,8.7,16.9,0.399,0.012216666666666667
1080,1999-10-05,0.010499999999999997,113.0,8.2,0.0,0.18599999999999997,0.00285,8.3,16.4,0.399,0.012216666666666667
1081,1999-10-05,0.010499999999999997,112.0,5.2,0.0,0.18599999999999997,0.00285,7.6,15.7,0.399,0.012216666666666667
1082,1999-10-05,0.010499999999999997,109.0,2.8,0.0,0.18599999999999997,0.00285,7.3,12.6,0.399,0.012216666666666667
1083,1999-10-05,0.010499999999999997,109.0,2.3,0.0,0.18599999999999997,0.00285,7.2,11.9,0.399,0.012216666666666667
1084,1999-10-05,0.010499999999999997,109.0,1.8,0.0,0.18599999999999997,0.00285,7.1,11.0,0.399,0.012216666666666667
1085,1999-10-05,0.011,111.0,0.5,0.0,0.453,0.0057,7,10.5,0.625,0.0188
1086,1999-10-05,0.010499999999999997,109.0,0.42,0.0,0.18599999999999997,0.00285,7,9.6,0.399,0.012216666666666667
1087,1999-10-05,0.012,116.0,0.22,0.0,0.451,0.0034,7,9.2,0.604,0.0123
1088,1999-10-05,0.01,117.0,0.18,0.0,0.051,0.002,6.9,9.1,0.278,0.0082
1090,1999-11-02,0.015,107.0,8.6,0.0,0.161,0.0022,7.4,12.8,0.361,0.0115
1091,1999-11-02,0.017,107.0,8.5,0.0,0.158,0.0026,7.4,12.7,0.39,0.0146
1092,1999-11-02,0.016,107.0,8.4,0.0,0.159,0.0023,7.4,12.7,0.373,0.0109
1093,1999-11-02,0.03966666666666666,107.0,7.9,0.0,0.18200000000000002,0.004316666666666667,7.4,12.7,0.41350000000000003,0.018466666666666666
1094,1999-11-02,0.016,107.0,7.9,0.0,0.158,0.0022,7.4,12.7,0.389,0.0105
1095,1999-11-02,0.03966666666666666,107.0,7.9,0.0,0.18200000000000002,0.004316666666666667,7.4,12.6,0.41350000000000003,0.018466666666666666
1096,1999-11-02,0.03966666666666666,107.0,7.8,0.0,0.18200000000000002,0.004316666666666667,7.4,12.6,0.41350000000000003,0.018466666666666666
1097,1999-11-02,0.03966666666666666,107.0,6.1,0.0,0.18200000000000002,0.004316666666666667,7.3,12.6,0.41350000000000003,0.018466666666666666
1098,1999-11-02,0.03966666666666666,107.0,1.8,0.0,0.18200000000000002,0.004316666666666667,7,11.1,0.41350000000000003,0.018466666666666666
1099,1999-11-02,0.03966666666666666,108.0,0.71,0.0,0.18200000000000002,0.004316666666666667,6.9,10.4,0.41350000000000003,0.018466666666666666
1100,1999-11-02,0.061,109.0,0.33,0.0,0.269,0.0067,6.9,9.8,0.502,0.0232
1101,1999-11-02,0.113,115.0,0.24,0.0,0.187,0.0099,6.9,9.3,0.466,0.0401
1103,1999-12-07,0.032,116.0,8.5,4.0,0.286,0.0085,7.2,10.1,0.516,0.0177
1104,1999-12-07,0.032,116.0,8.4,4.0,0.292,0.0089,7.2,9.9,0.527,0.0177
1105,1999-12-07,0.031,116.0,8.3,4.0,0.288,0.0087,7.2,9.9,0.505,0.0162
1106,1999-12-07,0.028,116.0,8.6,4.0,0.278,0.0088,7.2,9.9,0.498,0.0168
1107,1999-12-07,0.018,116.0,8.7,4.0,0.257,0.0087,7.2,9.9,0.532,0.0237
1108,1999-12-07,0.022,116.0,8.8,4.0,0.271,0.0096,7.2,9.9,0.477,0.0167
1110,2000-01-05,0.01,109.5,9.72,4.0,0.43,0.0102,7.4,7.9,0.62,0.0158
1111,2000-01-05,0.01,109.5,9.45,4.0,0.414,0.0101,7.4,7.9,0.612,0.0161
1112,2000-01-05,0.01,109.5,9.46,4.0,0.413,0.0101,7.4,7.9,0.596,0.0162
1113,2000-01-05,0.01,109.6,9.12,4.0,0.417,0.0101,7.4,7.9,0.603,0.0192
1114,2000-01-05,0.01,109.6,9.65,4.0,0.423,0.0103,7.4,7.9,0.587,0.0198
1115,2000-01-05,0.01,109.6,9.57,4.0,0.415,0.0106,7.4,7.9,0.569,0.0182
1117,2000-02-08,0.01,102.2,11.99,5.0,0.452,0.0078,7.5,7.0,0.651,0.0166
1118,2000-02-08,0.01,102.2,11.86,5.0,0.446,0.0079,7.5,7.0,0.674,0.0172
1119,2000-02-08,0.01,102.3,11.65,5.0,0.45,0.0078,7.5,6.8,0.656,0.0177
1120,2000-02-08,0.01,102.3,11.38,5.0,0.451,0.0088,7.4,6.6,0.622,0.0162
1121,2000-02-08,0.01,102.3,11.33,5.0,0.439,0.0077,7.4,6.5,0.61,0.0157
1122,2000-02-08,0.01,102.3,11.24,5.0,0.443,0.0083,7.4,6.5,0.595,0.0151
1124,2000-03-07,0.017,103.4,10.85,1.0,0.453,0.0062,7.6,7.2,0.67,0.0145
1125,2000-03-07,0.023,104.1,10.72,1.0,0.451,0.0065,7.6,7.0,0.666,0.0165
1126,2000-03-07,0.019,104.4,10.62,1.0,0.452,0.0065,7.6,7.0,0.635,0.0211
1127,2000-03-07,0.016,103.8,10.49,1.0,0.457,0.0062,7.6,7.0,0.653,0.0149
1128,2000-03-07,0.013,104.3,9.6,1.0,0.473,0.0089,7.4,6.6,0.622,0.0183
1129,2000-03-07,0.013,104.0,9.29,1.0,0.475,0.0089,7.4,6.6,0.621,0.0178
1138,2000-04-04,0.012,96.2,11.79,0.0,0.457,0.0033,7.8,10.7,0.625,0.0091
1139,2000-04-04,0.010333333333333335,96.3,11.75,0.0,0.4765,0.005149999999999999,7.8,10.6,0.6536666666666667,0.011716666666666667
1140,2000-04-04,0.010333333333333335,96.3,11.75,0.0,0.4765,0.005149999999999999,7.8,10.5,0.6536666666666667,0.011716666666666667
1141,2000-04-04,0.010333333333333335,96.2,11.99,0.0,0.4765,0.005149999999999999,7.8,10.0,0.6536666666666667,0.011716666666666667
1142,2000-04-04,0.010333333333333335,96.0,11.55,0.0,0.4765,0.005149999999999999,7.8,10.3,0.6536666666666667,0.011716666666666667
1143,2000-04-04,0.010333333333333335,96.2,12.01,0.0,0.4765,0.005149999999999999,7.8,9.4,0.6536666666666667,0.011716666666666667
1144,2000-04-04,0.01,96.5,12.02,0.0,0.453,0.0028,7.8,9.3,0.642,0.0106
1145,2000-04-04,0.01,96.7,11.81,0.0,0.474,0.0039,7.7,8.2,0.645,0.0112
1146,2000-04-04,0.01,96.5,11.19,0.0,0.486,0.0058,7.5,7.5,0.675,0.0122
1147,2000-04-04,0.010333333333333335,96.5,10.98,0.0,0.4765,0.005149999999999999,7.5,7.4,0.6536666666666667,0.011716666666666667
1148,2000-04-04,0.01,96.4,10.25,0.0,0.492,0.0067,7.4,7.2,0.663,0.0119
1149,2000-04-04,0.01,96.6,10.22,0.0,0.497,0.0084,7.4,7.2,0.672,0.0153
1152,2000-05-02,0.013,98.6,11.1,0.0,0.363,0.002,8.4,14.1,0.558,0.005
1153,2000-05-02,0.011666666666666667,98.8,11.2,0.0,0.43316666666666664,0.00235,8.4,13.7,0.6293333333333333,0.007516666666666667
1154,2000-05-02,0.011666666666666667,98.5,11.6,0.0,0.43316666666666664,0.00235,8.5,12.9,0.6293333333333333,0.007516666666666667
1155,2000-05-02,0.011666666666666667,98.4,11.8,0.0,0.43316666666666664,0.00235,8.5,12.1,0.6293333333333333,0.007516666666666667
1156,2000-05-02,0.014,98.3,11.7,0.0,0.37,0.002,8.5,12.0,0.529,0.0057
1157,2000-05-02,0.011666666666666667,98.4,12.0,0.0,0.43316666666666664,0.00235,8.5,11.9,0.6293333333333333,0.007516666666666667
1158,2000-05-02,0.011666666666666667,98.6,11.6,0.0,0.43316666666666664,0.00235,8.3,11.5,0.6293333333333333,0.007516666666666667
1159,2000-05-02,0.011666666666666667,98.5,11.5,0.0,0.43316666666666664,0.00235,8.2,11.3,0.6293333333333333,0.007516666666666667
1160,2000-05-02,0.011666666666666667,98.4,11.5,0.0,0.43316666666666664,0.00235,8.2,11.1,0.6293333333333333,0.007516666666666667
1161,2000-05-02,0.011666666666666667,98.3,11.5,0.0,0.43316666666666664,0.00235,8.1,10.9,0.6293333333333333,0.007516666666666667
1162,2000-05-02,0.013,98.5,11.3,0.0,0.397,0.002,8,10.8,0.611,0.0059
1163,2000-05-02,0.011666666666666667,98.2,11.1,0.0,0.43316666666666664,0.00235,7.7,10.0,0.6293333333333333,0.007516666666666667
1164,2000-05-02,0.011666666666666667,98.3,10.8,0.0,0.43316666666666664,0.00235,7.5,9.6,0.6293333333333333,0.007516666666666667
1165,2000-05-02,0.011666666666666667,98.1,10.5,0.0,0.43316666666666664,0.00235,7.4,9.1,0.6293333333333333,0.007516666666666667
1166,2000-05-02,0.011666666666666667,98.1,10.2,0.0,0.43316666666666664,0.00235,7.4,8.9,0.6293333333333333,0.007516666666666667
1167,2000-05-02,0.01,97.9,10.3,0.0,0.466,0.002,7.4,8.7,0.677,0.0073
1168,2000-05-02,0.01,97.9,9.1,0.0,0.506,0.0023,7.2,7.8,0.712,0.0091
1169,2000-05-02,0.01,97.9,8.3,0.0,0.497,0.0038,7.1,7.7,0.689,0.0121
1185,2000-06-13,0.01,99.9,10.1,0.0,0.305,0.002,8.3,16.2,0.508,0.0081
1186,2000-06-13,0.01,100.2,10.0,0.0,0.309,0.002,8.2,16.1,0.497,0.0075
1187,2000-06-13,0.010333333333333335,100.2,9.9,0.0,0.3908333333333333,0.0033666666666666667,8.2,16.1,0.5563333333333333,0.00965
1188,2000-06-13,0.010333333333333335,100.2,9.9,0.0,0.3908333333333333,0.0033666666666666667,8.2,16.1,0.5563333333333333,0.00965
1189,2000-06-13,0.010333333333333335,100.4,9.8,0.0,0.3908333333333333,0.0033666666666666667,8.2,16.1,0.5563333333333333,0.00965
1190,2000-06-13,0.010333333333333335,100.0,9.6,0.0,0.3908333333333333,0.0033666666666666667,7.9,15.3,0.5563333333333333,0.00965
1191,2000-06-13,0.01,99.6,8.9,0.0,0.313,0.002,7.5,13.1,0.489,0.0079
1192,2000-06-13,0.010333333333333335,99.2,8.4,0.0,0.3908333333333333,0.0033666666666666667,7.3,10.9,0.5563333333333333,0.00965
1193,2000-06-13,0.010333333333333335,98.9,7.9,0.0,0.3908333333333333,0.0033666666666666667,7.2,10.2,0.5563333333333333,0.00965
1194,2000-06-13,0.010333333333333335,98.9,7.3,0.0,0.3908333333333333,0.0033666666666666667,7.1,9.7,0.5563333333333333,0.00965
1195,2000-06-13,0.010333333333333335,98.9,6.3,0.0,0.3908333333333333,0.0033666666666666667,7,9.2,0.5563333333333333,0.00965
1196,2000-06-13,0.010333333333333335,98.6,6.9,0.0,0.3908333333333333,0.0033666666666666667,7,8.7,0.5563333333333333,0.00965
1197,2000-06-13,0.01,98.1,5.9,0.0,0.485,0.0022,6.9,8.4,0.589,0.0065
1198,2000-06-13,0.012,98.4,4.6,0.0,0.468,0.0058,6.9,8.1,0.627,0.0136
1199,2000-06-13,0.01,98.7,4.6,0.0,0.465,0.0062,7,8.1,0.628,0.0143
1201,2000-07-05,0.01,110.2,9.8,1.0,0.223,0.002,8.5,19.7,0.382,0.0057
1202,2000-07-05,0.01,110.6,10.0,1.0,0.219,0.002,8.6,19.3,0.385,0.0064
1203,2000-07-05,0.01,111.0,9.7,1.0,0.3538333333333334,0.002,8.6,19.2,0.49366666666666664,0.006099999999999999
1204,2000-07-05,0.01,110.6,9.8,1.0,0.3538333333333334,0.002,8.5,18.6,0.49366666666666664,0.006099999999999999
1205,2000-07-05,0.01,109.7,10.2,1.0,0.3538333333333334,0.002,8.3,17.1,0.49366666666666664,0.006099999999999999
1206,2000-07-05,0.01,108.8,10.2,1.0,0.3538333333333334,0.002,8.2,16.3,0.49366666666666664,0.006099999999999999
1207,2000-07-05,0.01,108.6,9.9,1.0,0.3538333333333334,0.002,8,15.7,0.49366666666666664,0.006099999999999999
1208,2000-07-05,0.01,108.6,9.7,1.0,0.297,0.002,7.8,15.1,0.441,0.0065
1209,2000-07-05,0.01,108.3,9.5,1.0,0.3538333333333334,0.002,7.6,14.8,0.49366666666666664,0.006099999999999999
1210,2000-07-05,0.01,107.9,9.1,1.0,0.3538333333333334,0.002,7.5,14.3,0.49366666666666664,0.006099999999999999
1211,2000-07-05,0.01,108.0,8.7,1.0,0.3538333333333334,0.002,7.4,14.0,0.49366666666666664,0.006099999999999999
1212,2000-07-05,0.01,108.1,8.2,1.0,0.3538333333333334,0.002,7.3,13.2,0.49366666666666664,0.006099999999999999
1213,2000-07-05,0.01,108.2,7.8,1.0,0.3538333333333334,0.002,7.2,12.7,0.49366666666666664,0.006099999999999999
1214,2000-07-05,0.01,107.4,7.4,1.0,0.3538333333333334,0.002,7.1,12.2,0.49366666666666664,0.006099999999999999
1215,2000-07-05,0.01,108.3,7.3,1.0,0.3538333333333334,0.002,7.1,11.8,0.49366666666666664,0.006099999999999999
1216,2000-07-05,0.01,108.2,7.1,1.0,0.3538333333333334,0.002,7.1,11.6,0.49366666666666664,0.006099999999999999
1217,2000-07-05,0.01,108.3,7.1,1.0,0.3538333333333334,0.002,7.1,11.7,0.49366666666666664,0.006099999999999999
1218,2000-07-05,0.01,108.0,6.8,1.0,0.43,0.002,7,11.2,0.546,0.006
1219,2000-07-05,0.01,108.1,6.2,1.0,0.3538333333333334,0.002,7,10.3,0.49366666666666664,0.006099999999999999
1220,2000-07-05,0.01,107.7,5.8,1.0,0.3538333333333334,0.002,6.9,9.7,0.49366666666666664,0.006099999999999999
1221,2000-07-05,0.01,107.6,5.6,1.0,0.3538333333333334,0.002,6.9,9.1,0.49366666666666664,0.006099999999999999
1222,2000-07-05,0.01,107.6,5.6,1.0,0.3538333333333334,0.002,6.9,8.9,0.49366666666666664,0.006099999999999999
1223,2000-07-05,0.01,107.4,4.4,1.0,0.487,0.002,6.8,8.6,0.594,0.0058
1224,2000-07-05,0.01,107.6,3.5,1.0,0.467,0.002,6.8,8.5,0.614,0.0062
1245,2000-08-08,0.01,105.5,9.3,0.0,0.068,0.002,9,23.7,0.306,0.0102
1246,2000-08-08,0.01,105.2,9.8,0.0,0.067,0.002,9,22.9,0.299,0.0078
1247,2000-08-08,0.012333333333333335,103.8,10.6,0.0,0.27266666666666667,0.002,8.8,19.7,0.4891666666666666,0.0091
1248,2000-08-08,0.012333333333333335,102.9,10.5,0.0,0.27266666666666667,0.002,8.6,18.5,0.4891666666666666,0.0091
1249,2000-08-08,0.012333333333333335,102.1,9.8,0.0,0.27266666666666667,0.002,8,16.9,0.4891666666666666,0.0091
1250,2000-08-08,0.01,101.4,9.0,0.0,0.246,0.002,7.6,15.3,0.47,0.008
1251,2000-08-08,0.012333333333333335,101.5,8.2,0.0,0.27266666666666667,0.002,7.4,14.0,0.4891666666666666,0.0091
1252,2000-08-08,0.012333333333333335,101.3,7.1,0.0,0.27266666666666667,0.002,7.3,12.6,0.4891666666666666,0.0091
1253,2000-08-08,0.012333333333333335,101.2,5.5,0.0,0.27266666666666667,0.002,7.1,11.1,0.4891666666666666,0.0091
1254,2000-08-08,0.012333333333333335,101.4,5.0,0.0,0.27266666666666667,0.002,7,10.5,0.4891666666666666,0.0091
1255,2000-08-08,0.01,101.3,4.6,0.0,0.436,0.002,7,10.2,0.66,0.008
1256,2000-08-08,0.012333333333333335,101.1,3.6,0.0,0.27266666666666667,0.002,6.9,9.5,0.4891666666666666,0.0091
1257,2000-08-08,0.01,102.4,2.1,0.0,0.451,0.002,6.8,8.9,0.633,0.0072
1258,2000-08-08,0.024,103.1,1.4,0.0,0.368,0.002,6.8,8.8,0.567,0.0134
1287,2000-09-06,0.01,102.6,11.1,4.0,0.02,0.002,9,20.4,0.301,0.0066
1288,2000-09-06,0.01,102.7,11.1,4.0,0.02,0.002,9,20.2,0.415,0.0257
1289,2000-09-06,0.028833333333333332,101.0,9.1,4.0,0.24616666666666667,0.0031333333333333335,8.5,19.4,0.48383333333333334,0.010433333333333334
1290,2000-09-06,0.028833333333333332,99.7,7.8,4.0,0.24616666666666667,0.0031333333333333335,7.3,17.6,0.48383333333333334,0.010433333333333334
1291,2000-09-06,0.028833333333333332,98.6,7.3,4.0,0.24616666666666667,0.0031333333333333335,7.1,16.2,0.48383333333333334,0.010433333333333334
1292,2000-09-06,0.046,98.5,6.9,4.0,0.276,0.002,7,15.7,0.494,0.005
1293,2000-09-06,0.028833333333333332,98.0,6.1,4.0,0.24616666666666667,0.0031333333333333335,6.8,14.5,0.48383333333333334,0.010433333333333334
1294,2000-09-06,0.028833333333333332,97.9,5.5,4.0,0.24616666666666667,0.0031333333333333335,6.7,13.3,0.48383333333333334,0.010433333333333334
1295,2000-09-06,0.028833333333333332,97.5,4.7,4.0,0.24616666666666667,0.0031333333333333335,6.6,12.0,0.48383333333333334,0.010433333333333334
1296,2000-09-06,0.028833333333333332,97.1,4.0,4.0,0.24616666666666667,0.0031333333333333335,6.6,11.3,0.48383333333333334,0.010433333333333334
1297,2000-09-06,0.028833333333333332,97.2,3.3,4.0,0.24616666666666667,0.0031333333333333335,6.5,10.6,0.48383333333333334,0.010433333333333334
1298,2000-09-06,0.01,97.4,2.2,4.0,0.463,0.002,6.4,9.8,0.605,0.005
1299,2000-09-06,0.028833333333333332,97.1,2.1,4.0,0.24616666666666667,0.0031333333333333335,6.4,9.6,0.48383333333333334,0.010433333333333334
1300,2000-09-06,0.028833333333333332,97.2,1.5,4.0,0.24616666666666667,0.0031333333333333335,6.3,9.2,0.48383333333333334,0.010433333333333334
1301,2000-09-06,0.012,101.8,0.09,4.0,0.422,0.0047,6.3,8.8,0.577,0.0071
1302,2000-09-06,0.085,104.3,0.11,4.0,0.276,0.0061,6.3,8.7,0.511,0.0132
1315,2000-10-03,0.01,100.3,9.6,3.0,0.024,0.002,9.1,18.0,0.277,0.0077
1316,2000-10-03,0.01,100.6,9.6,3.0,0.025,0.002,9.1,17.9,0.283,0.007
1317,2000-10-03,0.01,100.8,9.4,3.0,0.026,0.002,9.1,17.9,0.316,0.0067
1318,2000-10-03,0.020666666666666667,100.7,9.2,3.0,0.17500000000000002,0.0035833333333333338,9.1,17.8,0.4451666666666667,0.013416666666666667
1319,2000-10-03,0.020666666666666667,99.6,6.7,3.0,0.17500000000000002,0.0035833333333333338,7.8,17.0,0.4451666666666667,0.013416666666666667
1320,2000-10-03,0.020666666666666667,97.9,4.7,3.0,0.17500000000000002,0.0035833333333333338,7.2,14.4,0.4451666666666667,0.013416666666666667
1321,2000-10-03,0.020666666666666667,95.7,4.3,3.0,0.17500000000000002,0.0035833333333333338,7.1,13.5,0.4451666666666667,0.013416666666666667
1322,2000-10-03,0.01,97.3,2.8,3.0,0.405,0.002,7,11.4,0.674,0.0058
1323,2000-10-03,0.029,102.2,0.58,3.0,0.323,0.0078,6.8,9.0,0.583,0.0256
1324,2000-10-03,0.055,103.5,0.39,3.0,0.247,0.0057,6.8,9.0,0.538,0.0277
1326,2000-10-31,0.02,112.3,8.3,3.0,0.097,0.0027,7.7,14.0,0.272,0.005
1327,2000-10-31,0.021,112.5,8.3,3.0,0.105,0.003,7.7,14.1,0.27,0.005
1328,2000-10-31,0.019,112.5,8.2,3.0,0.11,0.0028,7.7,14.1,0.275,0.005
1329,2000-10-31,0.030166666666666665,112.6,8.2,3.0,0.1165,0.0113,7.7,14.1,0.3001666666666667,0.018850000000000002
1330,2000-10-31,0.030166666666666665,112.5,8.0,3.0,0.1165,0.0113,7.6,14.0,0.3001666666666667,0.018850000000000002
1331,2000-10-31,0.02,111.9,5.6,3.0,0.138,0.0035,7.2,13.7,0.316,0.005
1332,2000-10-31,0.030166666666666665,110.9,1.4,3.0,0.1165,0.0113,6.8,11.7,0.3001666666666667,0.018850000000000002
1333,2000-10-31,0.030166666666666665,110.9,0.84,3.0,0.1165,0.0113,6.8,10.9,0.3001666666666667,0.018850000000000002
1334,2000-10-31,0.030166666666666665,111.0,0.54,3.0,0.1165,0.0113,6.7,10.7,0.3001666666666667,0.018850000000000002
1335,2000-10-31,0.030166666666666665,111.6,0.16,3.0,0.1165,0.0113,6.7,10.2,0.3001666666666667,0.018850000000000002
1336,2000-10-31,0.030166666666666665,111.4,0.02,3.0,0.1165,0.0113,6.7,9.9,0.3001666666666667,0.018850000000000002
1337,2000-10-31,0.017,113.1,0.0,3.0,0.22,0.0115,6.7,9.6,0.378,0.0246
1338,2000-10-31,0.084,120.1,0.01,3.0,0.029,0.0443,6.7,9.3,0.29,0.0685
1340,2000-12-04,0.055,108.1,7.7,4.0,0.124,0.0091,7.2,9.4,0.318,0.0191
1341,2000-12-04,0.057,108.1,7.7,4.0,0.124,0.0089,7.2,9.3,0.323,0.0188
1342,2000-12-04,0.057,108.1,7.7,4.0,0.124,0.0091,7.2,9.3,0.371,0.0368
1343,2000-12-04,0.057,108.1,7.6,4.0,0.124,0.0089,7.1,9.3,0.325,0.0196
1344,2000-12-04,0.053,108.0,7.7,4.0,0.125,0.0086,7.1,9.3,0.323,0.018
1345,2000-12-04,0.047,108.1,7.7,4.0,0.121,0.0088,7.2,9.3,0.397,0.0313
1347,2001-01-03,0.048,108.0,8.3,18.0,0.182,0.012,7.2,7.4,0.353,0.0166
1348,2001-01-03,0.047,108.0,8.3,18.0,0.177,0.0119,7.2,7.4,0.383,0.0151
1349,2001-01-03,0.046,108.0,8.3,18.0,0.179,0.012,7.2,7.4,0.365,0.0162
1350,2001-01-03,0.046,108.0,8.3,18.0,0.178,0.012,7.1,7.4,0.365,0.016
1351,2001-01-03,0.047,108.0,8.3,18.0,0.178,0.0119,7.1,7.4,0.37,0.0166
1352,2001-01-03,0.045,108.0,8.3,18.0,0.182,0.0119,7.1,7.4,0.364,0.0167
